champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Viego,Lee Sin,234,64,2.23,2.98,0.49,0.536,15972,14771,0.481,0.519,0.4786,0.5123,0.0718,0.2982,0.1371,0.4717
Ivern,Kha'Zix,427,121,3.3,2.46,0.461,0.483,7356,15808,0.4855,0.5145,0.5256,0.5083,0.009,0.0498,0.0018,0.0054
Diana,Zac,131,154,2.46,4.04,0.516,0.535,18870,13525,0.4746,0.5254,0.4855,0.5129,0.0876,0.0361,0.0866,0.0073
Amumu,Viego,32,234,2.76,2.23,0.475,0.475,13011,15509,0.531,0.469,0.4848,0.4786,0.0063,0.0718,0.0017,0.1371
Nocturne,Rumble,56,68,2.64,2.69,0.493,0.527,14719,18917,0.527,0.473,0.498,0.4892,0.0378,0.1175,0.0236,0.2828
Nunu & Willump,Diana,20,131,3.2,2.61,0.539,0.513,11134,18450,0.4996,0.5004,0.505,0.4855,0.0373,0.0876,0.011,0.0866
Kayn,Sejuani,141,113,2.51,3.48,0.51,0.528,17691,13677,0.4992,0.5008,0.4961,0.5138,0.0639,0.0168,0.013,0.0009
Jax,Diana,24,131,2.52,2.38,0.445,0.491,14288,16816,0.5163,0.4837,0.4894,0.4855,0.0052,0.0876,0.0239,0.0866
Viego,Rengar,234,107,2.14,2.4,0.473,0.472,16019,16056,0.5077,0.4923,0.4786,0.4819,0.0718,0.0086,0.1371,0.0111
Jarvan IV,Nunu & Willump,59,20,3.62,2.84,0.61,0.537,13506,11344,0.5418,0.4582,0.5015,0.505,0.0237,0.0373,0.0007,0.011
Shaco,Jax,35,24,3.02,2.05,0.517,0.426,15262,13912,0.5145,0.4855,0.5114,0.4894,0.0741,0.0052,0.287,0.0239
Rumble,Viego,68,234,2.79,2.28,0.522,0.479,18883,15667,0.5039,0.4961,0.4892,0.4786,0.1175,0.0718,0.2828,0.1371
Sejuani,Elise,113,60,3.29,2.66,0.531,0.505,12255,15124,0.5162,0.4838,0.5138,0.5268,0.0168,0.1231,0.0009,0.514
Hecarim,Trundle,120,48,2.57,3.04,0.504,0.516,12994,12774,0.4324,0.5676,0.4491,0.4991,0.0182,0.0085,0.019,0.0007
Rumble,Warwick,68,19,2.57,2.67,0.529,0.504,19121,13387,0.448,0.552,0.4892,0.51,0.1175,0.0223,0.2828,0.003
Jax,Rammus,24,33,2.27,3.0,0.446,0.507,13702,12281,0.4664,0.5336,0.4894,0.5005,0.0052,0.0151,0.0239,0.0178
Rumble,Morgana,68,25,2.64,3.1,0.512,0.515,17992,16146,0.4597,0.5403,0.4892,0.5135,0.1175,0.0793,0.2828,0.485
Warwick,Volibear,19,106,2.44,2.96,0.515,0.512,13080,13307,0.4912,0.5088,0.51,0.5031,0.0223,0.0147,0.003,0.0476
Diana,Nocturne,131,56,2.34,2.83,0.493,0.507,17219,15029,0.4921,0.5079,0.4855,0.498,0.0876,0.0378,0.0866,0.0236
Ivern,Nocturne,427,56,3.28,2.66,0.499,0.473,8085,13464,0.4757,0.5243,0.5256,0.498,0.009,0.0378,0.0018,0.0236
Amumu,Nocturne,32,56,2.67,2.62,0.476,0.494,13145,15138,0.5171,0.4829,0.4848,0.498,0.0063,0.0378,0.0017,0.0236
Viego,Rumble,234,68,2.28,2.79,0.479,0.522,15667,18883,0.4961,0.5039,0.4786,0.4892,0.0718,0.1175,0.1371,0.2828
Shaco,Graves,35,104,2.93,2.28,0.499,0.465,14167,15924,0.5413,0.4587,0.5114,0.4524,0.0741,0.0537,0.287,0.0228
Diana,Evelynn,131,28,2.39,3.17,0.493,0.52,17679,19329,0.4842,0.5158,0.4855,0.5243,0.0876,0.0339,0.0866,0.0203
Udyr,Rek'Sai,77,421,2.74,2.64,0.49,0.514,10660,14020,0.4928,0.5072,0.4838,0.5038,0.0211,0.0507,0.0151,0.0542
Warwick,Rumble,19,68,2.67,2.57,0.504,0.529,13387,19121,0.552,0.448,0.51,0.4892,0.0223,0.1175,0.003,0.2828
Jax,Sejuani,24,113,2.16,3.75,0.453,0.53,14697,13406,0.4275,0.5725,0.4894,0.5138,0.0052,0.0168,0.0239,0.0009
Shaco,Lee Sin,35,64,2.8,2.68,0.527,0.523,15390,15151,0.5014,0.4986,0.5114,0.5123,0.0741,0.2982,0.287,0.4717
Ekko,Vi,245,254,2.92,2.59,0.516,0.474,17000,14770,0.479,0.521,0.494,0.4944,0.0476,0.0131,0.0128,0.0008
Rammus,Hecarim,33,120,3.22,2.82,0.517,0.515,13344,13482,0.551,0.449,0.5005,0.4491,0.0151,0.0182,0.0178,0.019
Trundle,Udyr,48,77,3.04,2.59,0.506,0.466,12312,10937,0.5323,0.4677,0.4991,0.4838,0.0085,0.0211,0.0007,0.0151
Sejuani,Jarvan IV,113,59,3.18,3.35,0.524,0.613,12876,13125,0.5027,0.4973,0.5138,0.5015,0.0168,0.0237,0.0009,0.0007
Karthus,Udyr,30,77,2.4,2.92,0.56,0.452,25568,10341,0.4837,0.5163,0.522,0.4838,0.0283,0.0211,0.0393,0.0151
Kha'Zix,Ekko,121,245,2.63,2.55,0.48,0.485,18207,16057,0.5193,0.4807,0.5083,0.494,0.0498,0.0476,0.0054,0.0128
Wukong,Sejuani,62,113,2.55,3.75,0.478,0.528,14090,12787,0.4155,0.5845,0.4928,0.5138,0.0079,0.0168,0.0097,0.0009
Kayn,Shyvana,141,102,2.54,2.71,0.497,0.458,17470,18638,0.5322,0.4678,0.4961,0.4748,0.0639,0.0057,0.013,0.0008
Rengar,Vi,107,254,2.2,2.6,0.473,0.453,15373,14848,0.4317,0.5683,0.4819,0.4944,0.0086,0.0131,0.0111,0.0008
Hecarim,Master Yi,120,11,2.9,2.16,0.51,0.477,13489,17383,0.4712,0.5288,0.4491,0.466,0.0182,0.023,0.019,0.0052
Nunu & Willump,Rumble,20,68,3.05,2.83,0.531,0.532,11354,19316,0.5177,0.4823,0.505,0.4892,0.0373,0.1175,0.011,0.2828
Jarvan IV,Volibear,59,106,3.37,2.95,0.601,0.501,12715,12891,0.4698,0.5302,0.5015,0.5031,0.0237,0.0147,0.0007,0.0476
Taliyah,Hecarim,163,120,2.67,2.71,0.527,0.508,18680,13154,0.535,0.465,0.5241,0.4491,0.0269,0.0182,0.0032,0.019
Gwen,Kindred,887,203,2.36,2.44,0.455,0.506,15482,17790,0.471,0.529,0.4859,0.5016,0.0113,0.1107,0.2427,0.0594
Xin Zhao,Sejuani,5,113,2.29,3.45,0.49,0.539,15826,12643,0.4954,0.5046,0.5188,0.5138,0.0734,0.0168,0.0173,0.0009
Gwen,Rengar,887,107,2.7,2.53,0.477,0.466,16848,15852,0.5542,0.4458,0.4859,0.4819,0.0113,0.0086,0.2427,0.0111
Kindred,Xin Zhao,203,5,2.16,2.45,0.506,0.485,16385,15667,0.455,0.545,0.5016,0.5188,0.1107,0.0734,0.0594,0.0173
Warwick,Evelynn,19,28,2.56,2.89,0.507,0.525,13407,19224,0.5035,0.4965,0.51,0.5243,0.0223,0.0339,0.003,0.0203
Xin Zhao,Ekko,5,245,2.37,2.78,0.484,0.51,16853,16539,0.5154,0.4846,0.5188,0.494,0.0734,0.0476,0.0173,0.0128
Trundle,Rammus,48,33,3.29,2.55,0.527,0.489,13776,11520,0.5595,0.4405,0.4991,0.5005,0.0085,0.0151,0.0007,0.0178
Evelynn,Nunu & Willump,28,20,3.12,3.02,0.517,0.529,19694,11289,0.5172,0.4828,0.5243,0.505,0.0339,0.0373,0.0203,0.011
Master Yi,Rumble,11,68,2.21,2.72,0.475,0.513,16528,17464,0.5173,0.4827,0.466,0.4892,0.023,0.1175,0.0052,0.2828
Wukong,Gragas,62,79,2.77,2.91,0.461,0.476,13767,14902,0.5417,0.4583,0.4928,0.5147,0.0079,0.0191,0.0097,0.0032
Ekko,Wukong,245,62,2.71,2.88,0.499,0.493,17671,15507,0.499,0.501,0.494,0.4928,0.0476,0.0079,0.0128,0.0097
Evelynn,Sejuani,28,113,2.88,3.48,0.52,0.535,20373,13458,0.5102,0.4898,0.5243,0.5138,0.0339,0.0168,0.0203,0.0009
Nocturne,Kindred,56,203,2.55,2.28,0.486,0.505,14267,17400,0.5101,0.4899,0.498,0.5016,0.0378,0.1107,0.0236,0.0594
Master Yi,Vi,11,254,2.01,2.69,0.478,0.48,15388,13973,0.4452,0.5548,0.466,0.4944,0.023,0.0131,0.0052,0.0008
Gwen,Elise,887,60,2.27,2.95,0.473,0.51,15463,15876,0.4498,0.5502,0.4859,0.5268,0.0113,0.1231,0.2427,0.514
Trundle,Lillia,48,876,2.67,2.74,0.496,0.473,12793,18423,0.5086,0.4914,0.4991,0.454,0.0085,0.0152,0.0007,0.0037
Vi,Diana,254,131,2.7,2.42,0.49,0.494,14015,16865,0.5189,0.4811,0.4944,0.4855,0.0131,0.0876,0.0008,0.0866
Lee Sin,Nidalee,64,76,2.92,2.58,0.529,0.503,14623,16349,0.5416,0.4584,0.5123,0.4819,0.2982,0.104,0.4717,0.0465
Amumu,Kindred,32,203,2.49,2.29,0.458,0.499,11960,17781,0.5079,0.4921,0.4848,0.5016,0.0063,0.1107,0.0017,0.0594
Vi,Olaf,254,2,2.33,2.73,0.462,0.496,13503,16826,0.4686,0.5314,0.4944,0.4805,0.0131,0.0198,0.0008,0.0127
Warwick,Graves,19,104,2.58,2.41,0.487,0.491,12226,15963,0.5655,0.4345,0.51,0.4524,0.0223,0.0537,0.003,0.0228
Hecarim,Lee Sin,120,64,2.58,3.1,0.516,0.541,13688,15574,0.4365,0.5635,0.4491,0.5123,0.0182,0.2982,0.019,0.4717
Udyr,Xin Zhao,77,5,2.75,2.31,0.477,0.488,10828,15393,0.4809,0.5191,0.4838,0.5188,0.0211,0.0734,0.0151,0.0173
Diana,Lillia,131,876,2.69,2.55,0.496,0.483,18026,16056,0.5486,0.4514,0.4855,0.454,0.0876,0.0152,0.0866,0.0037
Rengar,Jarvan IV,107,59,2.21,3.41,0.488,0.581,14949,13108,0.4467,0.5533,0.4819,0.5015,0.0086,0.0237,0.0111,0.0007
Kayn,Jarvan IV,141,59,2.56,3.28,0.504,0.596,17457,13704,0.5222,0.4778,0.4961,0.5015,0.0639,0.0237,0.013,0.0007
Vi,Graves,254,104,2.48,2.46,0.467,0.475,13231,15576,0.5359,0.4641,0.4944,0.4524,0.0131,0.0537,0.0008,0.0228
Shaco,Taliyah,35,163,2.89,2.46,0.511,0.507,14754,18324,0.5032,0.4968,0.5114,0.5241,0.0741,0.0269,0.287,0.0032
Jarvan IV,Karthus,59,30,3.05,2.6,0.584,0.567,12450,25943,0.4619,0.5381,0.5015,0.522,0.0237,0.0283,0.0007,0.0393
Rek'Sai,Evelynn,421,28,2.72,2.67,0.503,0.512,14882,18265,0.5134,0.4866,0.5038,0.5243,0.0507,0.0339,0.0542,0.0203
Lee Sin,Hecarim,64,120,3.1,2.58,0.541,0.516,15574,13688,0.5635,0.4365,0.5123,0.4491,0.2982,0.0182,0.4717,0.019
Amumu,Elise,32,60,2.54,2.72,0.481,0.494,12444,15105,0.5015,0.4985,0.4848,0.5268,0.0063,0.1231,0.0017,0.514
Diana,Morgana,131,25,2.36,3.19,0.487,0.519,17073,15416,0.4813,0.5187,0.4855,0.5135,0.0876,0.0793,0.0866,0.485
Poppy,Viego,78,234,2.8,2.35,0.497,0.488,13664,15729,0.5021,0.4979,0.4965,0.4786,0.0305,0.0718,0.0381,0.1371
Shaco,Fiddlesticks,35,9,2.94,2.62,0.519,0.488,15444,16406,0.4887,0.5113,0.5114,0.5293,0.0741,0.0349,0.287,0.0151
Kindred,Warwick,203,19,2.28,2.43,0.518,0.494,18677,12289,0.5012,0.4988,0.5016,0.51,0.1107,0.0223,0.0594,0.003
Graves,Lillia,104,876,2.49,2.55,0.465,0.468,16078,16076,0.5,0.5,0.4524,0.454,0.0537,0.0152,0.0228,0.0037
Nocturne,Viego,56,234,2.75,2.29,0.504,0.483,15305,16123,0.5009,0.4991,0.498,0.4786,0.0378,0.0718,0.0236,0.1371
Jarvan IV,Lee Sin,59,64,3.13,2.85,0.607,0.544,13148,15296,0.494,0.506,0.5015,0.5123,0.0237,0.2982,0.0007,0.4717
Olaf,Volibear,2,106,2.42,3.02,0.484,0.511,16162,13280,0.4562,0.5438,0.4805,0.5031,0.0198,0.0147,0.0127,0.0476
Amumu,Udyr,32,77,2.75,2.6,0.491,0.462,13304,10904,0.5667,0.4333,0.4848,0.4838,0.0063,0.0211,0.0017,0.0151
Poppy,Taliyah,78,163,2.72,2.71,0.487,0.533,13164,19157,0.4934,0.5066,0.4965,0.5241,0.0305,0.0269,0.0381,0.0032
Zac,Viego,154,234,3.75,2.34,0.529,0.495,13275,17059,0.5217,0.4783,0.5129,0.4786,0.0361,0.0718,0.0073,0.1371
Jarvan IV,Sejuani,59,113,3.35,3.18,0.613,0.524,13125,12876,0.4973,0.5027,0.5015,0.5138,0.0237,0.0168,0.0007,0.0009
Jax,Rengar,24,107,2.31,2.34,0.482,0.487,15499,14832,0.493,0.507,0.4894,0.4819,0.0052,0.0086,0.0239,0.0111
Sejuani,Ekko,113,245,3.46,2.83,0.516,0.523,13222,17541,0.5177,0.4823,0.5138,0.494,0.0168,0.0476,0.0009,0.0128
Wukong,Viego,62,234,2.82,2.23,0.489,0.48,14116,15580,0.5258,0.4742,0.4928,0.4786,0.0079,0.0718,0.0097,0.1371
Kayn,Poppy,141,78,2.23,3.12,0.48,0.506,15598,15119,0.4605,0.5395,0.4961,0.4965,0.0639,0.0305,0.013,0.0381
Jarvan IV,Diana,59,131,3.38,2.46,0.611,0.505,13055,17911,0.4899,0.5101,0.5015,0.4855,0.0237,0.0876,0.0007,0.0866
Olaf,Lee Sin,2,64,2.36,3.04,0.498,0.547,16635,15161,0.4783,0.5217,0.4805,0.5123,0.0198,0.2982,0.0127,0.4717
Olaf,Rengar,2,107,2.38,2.32,0.464,0.47,15421,14704,0.5724,0.4276,0.4805,0.4819,0.0198,0.0086,0.0127,0.0111
Master Yi,Amumu,11,32,2.04,2.77,0.457,0.467,16070,12576,0.4834,0.5166,0.466,0.4848,0.023,0.0063,0.0052,0.0017
Gwen,Karthus,887,30,2.77,2.46,0.479,0.561,18708,25790,0.5593,0.4407,0.4859,0.522,0.0113,0.0283,0.2427,0.0393
Shaco,Lee Sin,35,64,2.8,2.68,0.527,0.523,15390,15151,0.5014,0.4986,0.5114,0.5123,0.0741,0.2982,0.287,0.4717
Shyvana,Rammus,102,33,2.77,3.02,0.473,0.49,18466,11784,0.519,0.481,0.4748,0.5005,0.0057,0.0151,0.0008,0.0178
Nunu & Willump,Sejuani,20,113,3.02,3.52,0.548,0.541,11656,13243,0.4758,0.5242,0.505,0.5138,0.0373,0.0168,0.011,0.0009
Graves,Zac,104,154,2.53,3.69,0.486,0.508,17073,12401,0.4576,0.5424,0.4524,0.5129,0.0537,0.0361,0.0228,0.0073
Rammus,Poppy,33,78,2.99,2.84,0.529,0.507,12714,14035,0.5128,0.4872,0.5005,0.4965,0.0151,0.0305,0.0178,0.0381
Taliyah,Rek'Sai,163,421,3.02,2.31,0.557,0.508,18564,13761,0.5621,0.4379,0.5241,0.5038,0.0269,0.0507,0.0032,0.0542
Amumu,Shyvana,32,102,2.67,2.77,0.462,0.472,12317,17713,0.4396,0.5604,0.4848,0.4748,0.0063,0.0057,0.0017,0.0008
Graves,Rumble,104,68,2.44,2.8,0.469,0.507,15719,17950,0.479,0.521,0.4524,0.4892,0.0537,0.1175,0.0228,0.2828
Jarvan IV,Ekko,59,245,3.32,2.8,0.601,0.51,13832,17531,0.4942,0.5058,0.5015,0.494,0.0237,0.0476,0.0007,0.0128
Graves,Diana,104,131,2.51,2.53,0.481,0.484,15459,16993,0.443,0.557,0.4524,0.4855,0.0537,0.0876,0.0228,0.0866
Nidalee,Volibear,76,106,2.7,2.77,0.495,0.47,16715,11804,0.4796,0.5204,0.4819,0.5031,0.104,0.0147,0.0465,0.0476
Nunu & Willump,Fiddlesticks,20,9,3.15,3.11,0.548,0.521,11530,16781,0.4804,0.5196,0.505,0.5293,0.0373,0.0349,0.011,0.0151
Karthus,Graves,30,104,2.54,2.48,0.54,0.474,24664,16053,0.5453,0.4547,0.522,0.4524,0.0283,0.0537,0.0393,0.0228
Taliyah,Evelynn,163,28,2.56,3.1,0.518,0.519,17901,19258,0.4751,0.5249,0.5241,0.5243,0.0269,0.0339,0.0032,0.0203
Kha'Zix,Evelynn,121,28,2.5,2.74,0.487,0.51,18031,19646,0.4945,0.5055,0.5083,0.5243,0.0498,0.0339,0.0054,0.0203
Shyvana,Fiddlesticks,102,9,2.74,2.7,0.455,0.488,18553,16493,0.5262,0.4738,0.4748,0.5293,0.0057,0.0349,0.0008,0.0151
Rammus,Amumu,33,32,2.76,3.01,0.493,0.507,12181,14770,0.4542,0.5458,0.5005,0.4848,0.0151,0.0063,0.0178,0.0017
Ivern,Diana,427,131,3.52,2.46,0.479,0.5,7539,15824,0.4749,0.5251,0.5256,0.4855,0.009,0.0876,0.0018,0.0866
Udyr,Kindred,77,203,2.77,2.32,0.466,0.506,9978,17137,0.4815,0.5185,0.4838,0.5016,0.0211,0.1107,0.0151,0.0594
Rek'Sai,Hecarim,421,120,2.61,2.74,0.508,0.511,14451,13099,0.5266,0.4734,0.5038,0.4491,0.0507,0.0182,0.0542,0.019
Jarvan IV,Rengar,59,107,3.41,2.21,0.581,0.488,13108,14949,0.5533,0.4467,0.5015,0.4819,0.0237,0.0086,0.0007,0.0111
Gwen,Amumu,887,32,2.44,2.68,0.453,0.448,16734,12939,0.5092,0.4908,0.4859,0.4848,0.0113,0.0063,0.2427,0.0017
Diana,Warwick,131,19,2.25,2.87,0.503,0.524,17580,13757,0.4475,0.5525,0.4855,0.51,0.0876,0.0223,0.0866,0.003
Kha'Zix,Taliyah,121,163,2.62,2.38,0.492,0.518,17180,17604,0.543,0.457,0.5083,0.5241,0.0498,0.0269,0.0054,0.0032
Evelynn,Zac,28,154,3.05,3.77,0.531,0.517,20981,13719,0.486,0.514,0.5243,0.5129,0.0339,0.0361,0.0203,0.0073
Jarvan IV,Rumble,59,68,3.31,2.69,0.593,0.53,12640,18858,0.5148,0.4852,0.5015,0.4892,0.0237,0.1175,0.0007,0.2828
Kindred,Vi,203,254,2.35,2.46,0.516,0.466,17643,13200,0.4917,0.5083,0.5016,0.4944,0.1107,0.0131,0.0594,0.0008
Lee Sin,Graves,64,104,3.02,2.33,0.522,0.482,14193,15861,0.5561,0.4439,0.5123,0.4524,0.2982,0.0537,0.4717,0.0228
Shyvana,Taliyah,102,163,2.63,2.88,0.475,0.498,16772,16903,0.4545,0.5455,0.4748,0.5241,0.0057,0.0269,0.0008,0.0032
Morgana,Udyr,25,77,3.33,2.46,0.517,0.44,15643,9713,0.5761,0.4239,0.5135,0.4838,0.0793,0.0211,0.485,0.0151
Viego,Elise,234,60,2.02,2.95,0.468,0.504,14048,15572,0.4424,0.5576,0.4786,0.5268,0.0718,0.1231,0.1371,0.514
Udyr,Karthus,77,30,2.92,2.4,0.452,0.56,10341,25568,0.5163,0.4837,0.4838,0.522,0.0211,0.0283,0.0151,0.0393
Kindred,Zac,203,154,2.32,3.56,0.516,0.514,19382,12015,0.48,0.52,0.5016,0.5129,0.1107,0.0361,0.0594,0.0073
Jax,Viego,24,234,2.33,2.26,0.448,0.463,14101,14813,0.4886,0.5114,0.4894,0.4786,0.0052,0.0718,0.0239,0.1371
Rumble,Kindred,68,203,2.61,2.34,0.511,0.504,17481,17460,0.4722,0.5278,0.4892,0.5016,0.1175,0.1107,0.2828,0.0594
Olaf,Fiddlesticks,2,9,2.62,2.83,0.5,0.506,16676,15411,0.4831,0.5169,0.4805,0.5293,0.0198,0.0349,0.0127,0.0151
Volibear,Gragas,106,79,3.21,3.07,0.504,0.505,13444,16361,0.5109,0.4891,0.5031,0.5147,0.0147,0.0191,0.0476,0.0032
Hecarim,Volibear,120,106,2.89,3.08,0.519,0.489,13725,13476,0.4684,0.5316,0.4491,0.5031,0.0182,0.0147,0.019,0.0476
Xin Zhao,Lee Sin,5,64,2.34,2.83,0.501,0.541,16516,14427,0.5147,0.4853,0.5188,0.5123,0.0734,0.2982,0.0173,0.4717
Hecarim,Gragas,120,79,2.92,2.88,0.515,0.481,14529,15829,0.4817,0.5183,0.4491,0.5147,0.0182,0.0191,0.019,0.0032
Rammus,Udyr,33,77,2.92,2.97,0.512,0.48,11691,10833,0.5,0.5,0.5005,0.4838,0.0151,0.0211,0.0178,0.0151
Hecarim,Vi,120,254,2.96,2.55,0.528,0.49,14587,15415,0.4732,0.5268,0.4491,0.4944,0.0182,0.0131,0.019,0.0008
Warwick,Udyr,19,77,2.6,2.7,0.494,0.479,12735,10843,0.5577,0.4423,0.51,0.4838,0.0223,0.0211,0.003,0.0151
Wukong,Kha'Zix,62,121,2.78,2.48,0.488,0.47,13941,16062,0.506,0.494,0.4928,0.5083,0.0079,0.0498,0.0097,0.0054
Gragas,Volibear,79,106,3.07,3.21,0.505,0.504,16361,13444,0.4891,0.5109,0.5147,0.5031,0.0191,0.0147,0.0032,0.0476
Elise,Ivern,60,427,2.61,3.49,0.494,0.496,13408,7702,0.5017,0.4983,0.5268,0.5256,0.1231,0.009,0.514,0.0018
Kindred,Sejuani,203,113,2.24,3.34,0.509,0.517,18130,11747,0.4854,0.5146,0.5016,0.5138,0.1107,0.0168,0.0594,0.0009
Jarvan IV,Olaf,59,2,3.12,2.61,0.578,0.517,12331,17041,0.4797,0.5203,0.5015,0.4805,0.0237,0.0198,0.0007,0.0127
Poppy,Shaco,78,35,2.59,3.02,0.488,0.526,13963,15536,0.4873,0.5127,0.4965,0.5114,0.0305,0.0741,0.0381,0.287
Nunu & Willump,Graves,20,104,3.21,2.54,0.521,0.488,10841,16577,0.5584,0.4416,0.505,0.4524,0.0373,0.0537,0.011,0.0228
Xin Zhao,Evelynn,5,28,2.4,2.79,0.483,0.518,16554,18610,0.5235,0.4765,0.5188,0.5243,0.0734,0.0339,0.0173,0.0203
Xin Zhao,Trundle,5,48,2.29,2.94,0.48,0.515,16172,12664,0.5,0.5,0.5188,0.4991,0.0734,0.0085,0.0173,0.0007
Viego,Hecarim,234,120,2.53,2.74,0.489,0.51,17188,13322,0.5585,0.4415,0.4786,0.4491,0.0718,0.0182,0.1371,0.019
Nidalee,Gwen,76,887,2.93,2.36,0.496,0.456,16686,16094,0.5116,0.4884,0.4819,0.4859,0.104,0.0113,0.0465,0.2427
Olaf,Kayn,2,141,2.37,2.79,0.468,0.513,17129,17946,0.4597,0.5403,0.4805,0.4961,0.0198,0.0639,0.0127,0.013
Morgana,Fiddlesticks,25,9,2.93,2.8,0.518,0.498,16018,16244,0.4928,0.5072,0.5135,0.5293,0.0793,0.0349,0.485,0.0151
Nunu & Willump,Shyvana,20,102,3.34,2.6,0.53,0.461,11710,18673,0.5434,0.4566,0.505,0.4748,0.0373,0.0057,0.011,0.0008
Wukong,Olaf,62,2,2.92,2.17,0.48,0.473,14348,16236,0.5573,0.4427,0.4928,0.4805,0.0079,0.0198,0.0097,0.0127
Ivern,Vi,427,254,3.5,2.33,0.483,0.457,7355,12078,0.5233,0.4767,0.5256,0.4944,0.009,0.0131,0.0018,0.0008
Elise,Olaf,60,2,2.85,2.34,0.504,0.488,15690,15938,0.53,0.47,0.5268,0.4805,0.1231,0.0198,0.514,0.0127
Kha'Zix,Zac,121,154,2.51,3.67,0.489,0.515,17895,13288,0.4845,0.5155,0.5083,0.5129,0.0498,0.0361,0.0054,0.0073
Poppy,Kindred,78,203,2.77,2.16,0.489,0.502,12849,17275,0.5158,0.4842,0.4965,0.5016,0.0305,0.1107,0.0381,0.0594
Viego,Zac,234,154,2.34,3.75,0.495,0.529,17059,13275,0.4783,0.5217,0.4786,0.5129,0.0718,0.0361,0.1371,0.0073
Gragas,Elise,79,60,2.72,2.8,0.477,0.503,15000,15724,0.4704,0.5296,0.5147,0.5268,0.0191,0.1231,0.0032,0.514
Elise,Poppy,60,78,2.76,2.61,0.506,0.499,15528,13094,0.5249,0.4751,0.5268,0.4965,0.1231,0.0305,0.514,0.0381
Jarvan IV,Hecarim,59,120,3.5,2.68,0.601,0.525,13455,13630,0.5677,0.4323,0.5015,0.4491,0.0237,0.0182,0.0007,0.019
Vi,Udyr,254,77,2.52,2.77,0.462,0.478,13074,10732,0.5567,0.4433,0.4944,0.4838,0.0131,0.0211,0.0008,0.0151
Graves,Gwen,104,887,2.58,2.54,0.482,0.451,16376,16036,0.482,0.518,0.4524,0.4859,0.0537,0.0113,0.0228,0.2427
Udyr,Poppy,77,78,3.1,2.62,0.483,0.497,11311,13489,0.5229,0.4771,0.4838,0.4965,0.0211,0.0305,0.0151,0.0381
Sejuani,Diana,113,131,3.71,2.38,0.545,0.509,12845,17708,0.5346,0.4654,0.5138,0.4855,0.0168,0.0876,0.0009,0.0866
Warwick,Olaf,19,2,2.43,2.56,0.509,0.505,12985,17230,0.484,0.516,0.51,0.4805,0.0223,0.0198,0.003,0.0127
Shyvana,Graves,102,104,2.77,2.51,0.447,0.479,17017,16115,0.5576,0.4424,0.4748,0.4524,0.0057,0.0537,0.0008,0.0228
Graves,Ekko,104,245,2.42,2.91,0.468,0.483,16270,16158,0.4593,0.5407,0.4524,0.494,0.0537,0.0476,0.0228,0.0128
Jax,Hecarim,24,120,2.36,2.99,0.457,0.518,15192,14189,0.5172,0.4828,0.4894,0.4491,0.0052,0.0182,0.0239,0.019
Ekko,Kha'Zix,245,121,2.55,2.63,0.485,0.48,16057,18207,0.4807,0.5193,0.494,0.5083,0.0476,0.0498,0.0128,0.0054
Nunu & Willump,Jarvan IV,20,59,2.84,3.62,0.537,0.61,11344,13506,0.4582,0.5418,0.505,0.5015,0.0373,0.0237,0.011,0.0007
Viego,Rammus,234,33,2.26,3.06,0.487,0.519,15538,12713,0.4524,0.5476,0.4786,0.5005,0.0718,0.0151,0.1371,0.0178
Poppy,Warwick,78,19,2.61,2.59,0.502,0.529,14154,13765,0.4691,0.5309,0.4965,0.51,0.0305,0.0223,0.0381,0.003
Amumu,Vi,32,254,2.8,2.55,0.478,0.489,12652,13842,0.5017,0.4983,0.4848,0.4944,0.0063,0.0131,0.0017,0.0008
Fiddlesticks,Gragas,9,79,3.09,2.84,0.513,0.508,17070,16041,0.5714,0.4286,0.5293,0.5147,0.0349,0.0191,0.0151,0.0032
Graves,Gragas,104,79,2.26,3.23,0.467,0.469,15789,14684,0.4098,0.5902,0.4524,0.5147,0.0537,0.0191,0.0228,0.0032
Lillia,Rengar,876,107,2.45,2.33,0.439,0.459,15010,15722,0.5345,0.4655,0.454,0.4819,0.0152,0.0086,0.0037,0.0111
Fiddlesticks,Udyr,9,77,2.68,3.03,0.498,0.466,15569,10906,0.5144,0.4856,0.5293,0.4838,0.0349,0.0211,0.0151,0.0151
Elise,Udyr,60,77,2.91,2.58,0.504,0.465,14662,9669,0.5439,0.4561,0.5268,0.4838,0.1231,0.0211,0.514,0.0151
Evelynn,Diana,28,131,3.17,2.39,0.52,0.493,19329,17679,0.5158,0.4842,0.5243,0.4855,0.0339,0.0876,0.0203,0.0866
Volibear,Zac,106,154,2.89,3.8,0.501,0.542,13535,13772,0.4725,0.5275,0.5031,0.5129,0.0147,0.0361,0.0476,0.0073
Elise,Hecarim,60,120,2.89,2.64,0.504,0.518,15755,13076,0.5642,0.4358,0.5268,0.4491,0.1231,0.0182,0.514,0.019
Ekko,Sejuani,245,113,2.83,3.46,0.523,0.516,17541,13222,0.4823,0.5177,0.494,0.5138,0.0476,0.0168,0.0128,0.0009
